sentence,year,,,,,
"الوظيفة حق، مو فضل، مو خطر.",2016,,,,,
"الولاية لما تتحول لقيد، ما صارت رحمة.",2016,,,,,
"اليوم حلم، بكرا واقع… وكلنا ثقة في قيادتنا.",2016,,,,,
"اليوم نطالب بالسواقة، بكرا نطالب بتمثيل أكثر في القرار.",2016,,,,,
"إحنا الجيل الجديد، ونشوف السواقة شي طبيعي للبنت.",2016,,,,,
إحنا في 2016 ولسى نناقش هل تسوق المرأة أو لا؟!,2016,,,,,
"إحنا مو ضد، بس نبي قوانين تحميها وتحفظ سمعتنا.",2016,,,,,
إحنا نثق في زميلاتنا أكثر من بعض اللي يسوقون في الشوارع.,2016,,,,,
"إحنا نعطي بناتنا مسؤوليات ضخمة، بس ما نثق فيهم يمسكون مقود!",2016,,,,,
إحنا نؤمن إن العقل ما له جنس… والسواقة كذلك.,2016,,,,,
إذا البنت المحترمة ممنوعة من السواقة… من اللي تسوق الحين؟,2016,,,,,
"إذا البنت تخاف تطلب حقها، فالمجتمع مو طبيعي.",2016,,,,,
"إذا البنت تعرف تحافظ على نفسها، ليه ما تثقون فيها تسوق؟",2016,,,,,
"إذا البنت ساقت، بيصير التحرش في كل زاوية.",2016,,,,,
"إذا الرجال خايفين من سواقة البنات، فالمشكلة فيهم مو فيها.",2016,,,,,
"إذا المرأة مسؤولة أمام الله، ليه ما تكون مسؤولة عن نفسها أمام الناس؟",2016,,,,,
"إذا جا القرار، الله يعيننا على ردود الفعل.",2016,,,,,
"إذا صدرت الموافقة، بيكون يوم فخر لكل بنت سعودية.",2016,,,,,
"إذا صدمتك أختك قدام البيت، لا تجي تبكي عندنا.",2016,,,,,
"إذا قدرنا نكسر حاجز السواقة، نقدر نكسر باقي الحواجز.",2016,,,,,
"إذا كانت عندها أهل يثقون فيها، ليه يمنعها المجتمع؟",2016,,,,,
إلى متى نلف وندور حول نفس السؤال؟ البنت تستحق تسوق.,2016,,,,,
"أبوي علمني السواقة في المزرعة، وأنا جاهزة للشوارع.",2016,,,,,
"أبي بنتي تعتمد على نفسها، وتبدأ بالقيادة.",2016,,,,,
"أتابع النقاش، بس للحين ما اقتنعت تمامًا.",2016,,,,,
"أتمنى نلاقي حل يرضي الطرفين، بدون تخوين أو تهكم.",2016,,,,,
أتمنى يصير استفتاء ونشوف رأي الناس فعليًا.,2016,,,,,
أتوقع السنة الجاية يكون فيه قرار… أو على الأقل خطوة.,2016,,,,,
أتوقع أول رخصة لبنت راح تصير ترند في تويتر!,2016,,,,,
أجل أخاف عليها من الحوادث؟ طيب والسواق اللي ينام على الخط؟,2016,,,,,
أحترم البنت اللي تقول “لا” مثل اللي تقول “نعم” لنفسها.,2016,,,,,
"أختي أكبر من كثير شباب يسوقون، وفاهمة مسؤولية.",2016,,,,,
أختي تشتغل وتدفع من راتبها عالسواق… مو عدل.,2016,,,,,
أختي تنجز أكثر لما تعتمد على نفسها… والسواقة جزء من هذا.,2016,,,,,
أختي درست الطب وسافرت بعثة… بس هنا تنتظر سواق؟,2016,,,,,
"أستاذة جامعية توصل الدوام مع سائق آسيوي، ليه ما تسوق بنفسها؟",2016,,,,,
"أشتغل وأصرف، لكن ما أقدر أفتح حساب بدون رجل معي.",2016,,,,,
أعتقد لازم يصير فيه نقاش مجتمعي أعمق.,2016,,,,,
أغرب شي: المرأة تكون أم ومربية… لكن “ما تقدر توقع ورقة لحالها”.,2016,,,,,
أغلب البنات ما يطلبون سلطة… يطلبون احترام.,2016,,,,,
"أغلب الحوادث من الشباب، ومع كذا البنات ما يحق لهم يسوقون!",2016,,,,,
أغلب مشاكل البنات في التوصيل بسبب السواقين… السواقة حل.,2016,,,,,
أمّي وأمّك عايشين طول عمرهم بلا سواقة… ولا نقصهم شيء.,2016,,,,,
أمي أذكى من كثير رجال في مجلس الشورى… بس ما يحق لها تمشي معاملتها لحالها.,2016,,,,,
"أمي تسوق الجيب في المزرعة من عشر سنين، ما أحد قال لها شي.",2016,,,,,
"أمي عمرها ما قادت، وكانت تاج راسنا.",2016,,,,,
"أن تكون المرأة قادرة على القيادة، هو مؤشر نضج قانوني ومدني.",2016,,,,,
"أنا رجل وما عندي مانع تسوق، بس لازم نتفق على ضوابط.",2016,,,,,
أنا شفت الفرق لما أمي راحت المستشفى لحالها في الخارج.,2016,,,,,
"أنا عن نفسي مستعد أعلم بنتي، بس الدولة تسمح.",2016,,,,,
أول السواقة… وبعدين السفور… وبعدها وش؟,2016,,,,,
أي مجتمع متقدم لازم يسمح بالقيادة للجميع… مو فقط للرجال.,2016,,,,,
"بدل ما تدفع ألفين ريال شهريًا لسواق، خذ لبنتك كورس سواقة.",2016,,,,,
"بدل ما تركب مع غريب، خلّوها تعتمد على نفسها.",2016,,,,,
"بدل ما نرفض، نعلّمهم كيف يسوقون بأمان.",2016,,,,,
"بدل ما نشتكي من الاقتصاد، نعطي فرصة للنساء يشاركون فيه.",2016,,,,,
"بعد قرار السواقة، أتوقع عطر جديد اسمه “حرية”.",2016,,,,,
بعض البنات للأسف ما يستاهلن الثقة!,2016,,,,,
بعض القصص تبدأ بسائق… وتنتهي بدموع.,2016,,,,,
"بنات البلد ما يحتاجون حُماة، يحتاجون فرصة يتنفسون.",2016,,,,,
بنات البلد يعرفون قدرهم… ويبغون بس يثبتونه.,2016,,,,,
"بنات الوطن قد الثقة، وبيثبتونها على الطريق.",2016,,,,,
"بناتنا تاج، مو حريم شوارع!",2016,,,,,
بنت تسوق بسيارتها في أرضها… مشهد بيسعد قلوب كثيرة.,2016,,,,,
"بنت تسوق في أوروبا وتشكر القانون، وترجع هنا تتحسر!",2016,,,,,
بنت تسوق نفسها أأمن من سائق ما نعرف نواياه.,2016,,,,,
"بنت تقود سيارتها وتتحكم بمسارها، خير من تركها عرضة للابتزاز.",2016,,,,,
"بنت تكتب مقال جريء، وتلقى سباب أكثر من إرهابي!",2016,,,,,
"بنت محترمة ما تتغير بالقيادة، تتغير بالعقلية حولها.",2016,,,,,
بنت مسؤولة في بيتها ووظيفتها… وتُمنع من القيادة؟ ظلم.,2016,,,,,
بنت واعية تسوق أفضل من شاب يصور سناب وهو يفحط!,2016,,,,,
بنت واعية تسوق أفضل من ولد متهور.,2016,,,,,
"بنت واعية، مثقفة، تصمت؟ خسارة على الكل.",2016,,,,,
بنتنا لما تسوق بين أهلها وجماعتها أأمن من سواق غريب.,2016,,,,,
"بنتنا مش مشروع إصلاحي، هي كيان كامل.",2016,,,,,
بنتي أفضل مني التزامًا وخلقًا… وتستحق تسوق.,2016,,,,,
بنتي تسوق في البحرين بثقة… وترجع تخاف تعبر الشارع.,2016,,,,,
بنتي تنتظر السواق ساعة تحت الشمس… والله أوجعني قلبي.,2016,,,,,
"بنتي مهندسة، وما تقدر توصل أخوها للمدرسة.",2016,,,,,
"بيصير الوضع مثل الدول اللي فيها سواقة: انفلات، قضايا، فضائح.",2016,,,,,
بيصير في محطات خاصة للبنات؟ ولا بيختلطون بالشباب؟,2016,,,,,
"تبي تشارك في رسم صورة الوطن، مو تكون ديكور فقط.",2016,,,,,
تخافون على المرأة من القيادة؟ بس تخلونها توقف ساعة تنتظر سواق غريب!,2016,,,,,
"تخيّلوا الجيل الجاي يسأل: ""ليش منعتوا أمهاتنا من السواقة؟""",2016,,,,,
تخيلوا عروض اليوم الوطني: خصم 50% على دورات القيادة للنساء!,2016,,,,,
"ترا عادي، هي بتسوق مو بتفتح بار!",2016,,,,,
"تراها ما تبغى تطلع تسهر، تبغى تروح الدوام!",2016,,,,,
تركناها تطلع لحالها مطار… بس نمنعها تمسك دركسون؟,2016,,,,,
ترى في قريتنا نسوانّا يسوقون الزراعية وما صار شي!,2016,,,,,
"تسافر أمريكا تتعلم، تسوق هناك… وترجع ممنوعة هنا.",2016,,,,,
تشتغل بمستشفى ويدها على أرواح ناس… لكن السيارة كبيرة عليها؟,2016,,,,,
"تطالب بحقوقها، يقولون “تمرد” — تسكت، يقولون “ما تفهم”.",2016,,,,,
تعبنا من النقاش… عطوهم حقهم وخلونا نرتاح.,2016,,,,,
"تعلمت القيادة في أمريكا، وودي أطبقها في وطني.",2016,,,,,
"تقول ""ما أثق في البنات يسوقون"" بس تشتري لها لكزس.",2016,,,,,
"تمكين المرأة يبدأ بالحجاب، مو بالدركسون.",2016,,,,,
تمكين المرأة يبدأ من ثقة… والسواقة أول خطوة.,2016,,,,,
تمكين المرأة يبدأ من منحها وسيلة تنقل بنفسها.,2016,,,,,
تمنعها تسوق وبنفس الوقت تتركها مع سواق؟ فهمونا المنطق!,2016,,,,,
"تمنعها تسوق، وبعدها تشتكي إنها دايم تطلبك توصلها.",2016,,,,,
"تمنعها من القيادة، وتلومها إذا تأخرت؟ القرار لكم، والتناقض علينا.",2016,,,,,
تهاجمون السواقة وتستعملون بناتكم في المشاوير؟,2016,,,,,
"توظفت، بس قالولي لازم ولي أمري يوقع العقد… وأنا فوق الثلاثين!",2016,,,,,
"حتى بالدول المحافظة، السواقة للبنت عادية… بس عندنا نقاش ما يخلص.",2016,,,,,
"حتى في أنظمة المرور، ما فيه بند يمنع المرأة… بس العادات أقوى.",2016,,,,,
"حنا راضين بنسائنا، ما نبيهم يسوقون ولا يطلعون.",2016,,,,,
"حنا في القرية مرتاحين، لا تسوق ولا شي",2016,,,,,
"حنا في الهجرة نسوق الددسن من زمان، عيب نمنع الحضر!",2016,,,,,
"حنا نعيش بستر، ما نبي بناتنا بين الحوادث والزحمة.",2016,,,,,
"حين نؤمن بحق التنقل، نبدأ نضع الأساس للتمكين الكامل.",2016,,,,,
"خلاص عاد، عطوها سيارة وخلّوها تفحط في مدارس البنات.",2016,,,,,
"خلوا البنات يسوقون، ونشوف مين بيسوي حوادث أقل.",2016,,,,,
خلونا نسمع الرأي الآخر بهدوء.,2016,,,,,
"خلوها تسوق، إذا أخطأت خالفوها، مو تحرمونها.",2016,,,,,
"خلوها تسوق، يمكن توقف في الإشارة أحسن من اللي يفحّطون!",2016,,,,,
"دامها تسوق في البر، ليه تمنعونها من طريق الإسفلت؟",2016,,,,,
"درء المفاسد مقدم على جلب المصالح، والفتنة أعظم مفسدة.",2016,,,,,
دوام البنت ما يعني إهمال بيتها… بعضهم يحافظون على الاثنين.,2016,,,,,
